,Step,Value
0,99,1.0425207614898682
1,599,1.0639192104339599
2,1099,1.0882654781341552
3,1599,1.0951399500465393
4,2099,1.1003086842487335
5,2599,1.1132999690217058
6,3099,1.1192803366189632
7,3599,1.1196685512404962
8,4099,1.1176979964922367
9,4599,1.115226711971709
10,5099,1.1106207041147211
11,5599,1.1040032182970447
12,6099,1.120775678688489
13,6599,1.104364440198261
14,7099,1.0953742290024044
15,7599,1.083512985705773
16,8099,1.091801708459309
17,8599,1.0943541210979844
18,9099,1.0875193572490227
19,9599,1.075646657200638
20,10099,1.0647787357200622
21,10599,1.0602384474608153
22,11099,1.0489652440347466
23,11599,1.042342054018401
24,12099,1.0336723631875142
25,12599,1.0335538423191803
26,13099,1.0290033852466616
27,13599,1.0289644704958298
28,14099,1.0273960515426088
29,14599,1.0206177452082594
30,15099,1.0088436196742114
31,15599,0.994258905121456
32,16099,0.9876735271765739
33,16599,0.9799945748367778
34,17099,0.9768159286765747
35,17599,0.9711736769136511
36,18099,0.9609524035497098
37,18599,0.9544908356232163
38,19099,0.9443054879239661
39,19599,0.9520670245926413
40,20099,0.9493567976776776
41,20599,0.9356529232616758
42,21099,0.9258610952318137
43,21599,0.9142975925854858
44,22099,0.9139180335465049
45,22599,0.9077674716712749
46,23099,0.9012585169674636
47,23599,0.9011748382319658
48,24099,0.8932490978531297
49,24599,0.8850975224588722
50,25099,0.873888842406881
51,25599,0.8600242496531724
52,26099,0.8588028865835555
53,26599,0.8424568613793312
54,27099,0.8316651010133168
55,27599,0.8206117319211358
56,28099,0.8111396815182859
57,28599,0.8044000840272558
58,29099,0.7936303783023686
59,29599,0.7855269018007363
60,30099,0.7724908909329954
61,30599,0.7577582248008846
62,31099,0.7470214417574274
63,31599,0.7387536003169931
64,32099,0.727134599317905
65,32599,0.7157822489233819
66,33099,0.709840967724936
67,33599,0.7084073982445523
68,34099,0.6972286038172207
69,34599,0.6885198926846705
70,35099,0.6783177578848711
71,35599,0.6653612254474629
72,36099,0.6528756806945589
73,36599,0.6437807446620734
74,37099,0.63519939587353
75,37599,0.6251334621481256
76,38099,0.6165690401685946
77,38599,0.6064084988239267
78,39099,0.5989339614882867
79,39599,0.5878043407375917
80,40099,0.5821683599046666
81,40599,0.5792008576414945
82,41099,0.5679621129105016
83,41599,0.5574975823404524
84,42099,0.5503729469320466
85,42599,0.5419599813229307
86,43099,0.532720344013605
87,43599,0.5272580864148347
88,44099,0.5196423606549371
89,44599,0.5095416303297058
90,45099,0.5031901579006286
91,45599,0.49878706984576543
92,46099,0.49159310910900256
93,46599,0.4848343348575018
94,47099,0.4759707557659283
95,47599,0.466733407245419
96,48099,0.45798968566309883
97,48599,0.45203514334553924
98,49099,0.44342071062082605
99,49599,0.4381435534441418
100,50099,0.43010289017481285
101,50599,0.42480493002375186
102,51099,0.4172662705925645
103,51599,0.41034074182635455
104,52099,0.40251261690476925
105,52599,0.39477386339490617
106,53099,0.389065099345697
107,53599,0.3848192584865411
108,54099,0.37767298227857127
109,54599,0.37035616866309806
110,55099,0.3632691883189298
111,55599,0.35833503146767226
112,56099,0.35136628514656043
113,56599,0.345307488951147
114,57099,0.34139133763194
115,57599,0.33502959368320623
116,58099,0.32864612455952635
117,58599,0.32445274957490666
118,59099,0.31903316276871413
119,59599,0.3131992805615185
120,60099,0.30792528362004123
121,60599,0.3019895039276242
122,61099,0.2976405766239206
123,61599,0.2919083842521242
124,62099,0.2862867574662094
125,62599,0.28066057890265905
126,63099,0.2751325835450742
127,63599,0.27113093612303024
128,64099,0.2677080150858113
129,64599,0.2624976995860277
130,65099,0.25731593412749404
131,65599,0.25444921639303947
132,66099,0.251195646832444
133,66599,0.24636012424762702
134,67099,0.2415080649285609
135,67599,0.236805620197357
136,68099,0.23219054322957816
137,68599,0.2286395934362156
138,69099,0.22482667458516
139,69599,0.22044612690793877
140,70099,0.21634753112855212
141,70599,0.21221607744510376
142,71099,0.20938433859168584
143,71599,0.2052660721901254
144,72099,0.2032866702075732
145,72599,0.19939929537688827
146,73099,0.19613265940905444
147,73599,0.19315543475621558
148,74099,0.18998548784669383
149,74599,0.18650396273374378
150,75099,0.18352526805026353
151,75599,0.1821457496146218
152,76099,0.17860888057998406
153,76599,0.17524166082238707
154,77099,0.172968767547584
155,77599,0.16954961409544886
156,78099,0.16628365538958134
157,78599,0.16455389336739532
158,79099,0.16136844063959677
159,79599,0.15863294887601254
160,80099,0.15637407931981223
161,80599,0.1537871648856181
162,81099,0.15139049931748852
163,81599,0.14897688539322676
164,82099,0.14645206250515114
165,82599,0.14367514015956423
166,83099,0.14090573359953093
167,83599,0.13818411015819204
168,84099,0.13555650474437753
169,84599,0.1333972275313984
170,85099,0.13080646437405105
171,85599,0.12828103236390734
172,86099,0.12636928837888353
173,86599,0.12394045984139099
174,87099,0.1216095051254556
175,87599,0.12013864339530576
176,88099,0.11783503813698695
177,88599,0.11560119733653178
178,89099,0.11366453952623284
179,89599,0.11143347359273303
180,90099,0.1101873794629375
181,90599,0.10835434791649538
182,91099,0.10662308833262378
183,91599,0.10452440837849758
184,92099,0.10250822377554317
185,92599,0.10079608457937543
186,93099,0.09883984036198865
187,93599,0.0969716738114762
188,94099,0.09547352134843741
189,94599,0.09369220770639054
190,95099,0.09230084363119836
191,95599,0.09078556812680856
192,96099,0.08957198985208624
193,96599,0.0878766924867656
194,97099,0.08615334275064082
195,97599,0.08501399081293014
196,98099,0.08369038202778897
197,98599,0.08213469152411396
198,99099,0.08084290506407979
199,99599,0.07971225844150837
200,100099,0.07897731160620386
201,100599,0.07765346244563205
202,101099,0.07650303497739387
203,101599,0.07499329881677352
204,102099,0.07383909764710204
205,102599,0.07270409837580397
206,103099,0.07153281560006082
207,103599,0.07096191084040297
208,104099,0.06958178700757554
209,104599,0.0689611596993355
210,105099,0.06762979874173682
211,105599,0.06656057405150614
212,106099,0.0653447259541417
213,106599,0.06419371376753286
214,107099,0.06294010832103243
215,107599,0.06185295467931338
216,108099,0.06086679260210336
217,108599,0.06013023761233308
218,109099,0.05928645054920719
219,109599,0.058185659740276355
220,110099,0.057572393316556086
221,110599,0.056953555084326354
222,111099,0.056096984573768896
223,111599,0.055304181730743224
224,112099,0.054450442015256534
225,112599,0.05372072278384718
226,113099,0.05270988104041284
227,113599,0.051697133541975894
228,114099,0.05071648833400954
229,114599,0.050395132598300876
230,115099,0.04961008359201719
231,115599,0.04911237155272375
232,116099,0.04817171493428533
233,116599,0.04757225077373219
234,117099,0.04670723308922831
235,117599,0.04581983456685835
236,118099,0.04523093779416084
237,118599,0.044610146577811
238,119099,0.0437585155919742
239,119599,0.043070796393150125
240,120099,0.042280899729307146
241,120599,0.04175259507055694
242,121099,0.04115401131663225
243,121599,0.04049031685340834
244,122099,0.039704052963355815
245,122599,0.03935127374165222
246,123099,0.03899767830521172
247,123599,0.038406866705510016
248,124099,0.03798435279008859
249,124599,0.03739212541219166
250,125099,0.03670091414307892
251,125599,0.03602721630555374
252,126099,0.03539949792490943
253,126599,0.03496987024430645
254,127099,0.03465349839622307
255,127599,0.0342357118096415
256,128099,0.03415843320222045
257,128599,0.03374679269651292
258,129099,0.03320570894444509
259,129599,0.03304186567611727
260,130099,0.03273980160900244
261,130599,0.03242870395174943
262,131099,0.03184952946052449
263,131599,0.03125056036222316
264,132099,0.030826288136344852
265,132599,0.03027552176141656
266,133099,0.02988165777128377
267,133599,0.029540468738500372
268,134099,0.029271125429673604
269,134599,0.028889338706808827
270,135099,0.028395058449784908
271,135599,0.028297632425473524
272,136099,0.027807916995418534
273,136599,0.027256641152815682
274,137099,0.026729713466052914
275,137599,0.02624246157817196
276,138099,0.025891442401308896
277,138599,0.025668871009883385
278,139099,0.025421466893152753
279,139599,0.02496803565043701
280,140099,0.02479571541601542
281,140599,0.02447575049867273
282,141099,0.024249533176915243
283,141599,0.023961058654672372
284,142099,0.023528095072453955
285,142599,0.023092034232314006
286,143099,0.022644578273031648
287,143599,0.022675672660603986
288,144099,0.02225491679558845
289,144599,0.02185459867958176
290,145099,0.021600909713676262
291,145599,0.02138086828598904
292,146099,0.020996275857891506
293,146599,0.020881720842907577
294,147099,0.020632805568724825
295,147599,0.020233858394099354
296,148099,0.019871768032447612
297,148599,0.019496485017426204
298,149099,0.019138136693756923
299,149599,0.0189019455904938
300,150099,0.018574574738532173
301,150599,0.01825050869917529
302,151099,0.01807432356252217
303,151599,0.01800271580610141
304,152099,0.017745696844966168
305,152599,0.017521275990172957
306,153099,0.017186260677348637
307,153599,0.016981766549578947
308,154099,0.016670183772121875
309,154599,0.016465653972044098
310,155099,0.016144279016493415
311,155599,0.01587362966627616
312,156099,0.01566213941196028
313,156599,0.015373577160892736
314,157099,0.015091917746699298
315,157599,0.014927881428244428
316,158099,0.01480757243982937
317,158599,0.014707191552727882
318,159099,0.014443349551938994
319,159599,0.01455052417024708
320,160099,0.014401369258261139
321,160599,0.014314535675154613
322,161099,0.014177970655860857
323,161599,0.013917752531068086
324,162099,0.013769819446761039
325,162599,0.013503168296127162
326,163099,0.013256984669660498
327,163599,0.013131736192798685
328,164099,0.012980453692845652
329,164599,0.012745596162521796
330,165099,0.012630580764341431
331,165599,0.012641007780583219
332,166099,0.012649956454049037
333,166599,0.01243623552393295
334,167099,0.012195158953762738
335,167599,0.012105889399166658
336,168099,0.011887975956137666
337,168599,0.011664843634539445
338,169099,0.011473617657282081
339,169599,0.011448184576057358
340,170099,0.011237595850993697
341,170599,0.011017571894014151
342,171099,0.010941953954006817
343,171599,0.01085756382417428
344,172099,0.01074398403714411
345,172599,0.01067614673332181
346,173099,0.010595169906871421
347,173599,0.010424827188408141
348,174099,0.010342679453047761
349,174599,0.01016176022211422
350,175099,0.00998767633626675
351,175599,0.009805848283635642
352,176099,0.00962314800219558
353,176599,0.009466619106223295
354,177099,0.009318884828970638
355,177599,0.009269027855272184
356,178099,0.009091650896362241
357,178599,0.008929934725443463
358,179099,0.008779659906674763
359,179599,0.008627853492690974
360,180099,0.008489879896880912
361,180599,0.008347324068655711
362,181099,0.008266909673416553
363,181599,0.008194239724563419
364,182099,0.008046617088823637
365,182599,0.007990007841757872
366,183099,0.007953001383606096
367,183599,0.007896937818890044
368,184099,0.007770880699917847
369,184599,0.007777705084979406
370,185099,0.007649305455470704
371,185599,0.00771215787925614
372,186099,0.007679567205611142
373,186599,0.007550699788989332
374,187099,0.007417475033437558
375,187599,0.007390517563037715
376,188099,0.007273437718182194
377,188599,0.0071509573786760865
378,189099,0.007116574681125023
379,189599,0.006995918488752593
380,190099,0.006891261798418279
381,190599,0.006939732518823127
382,191099,0.006887300416619138
383,191599,0.006868935871441906
384,192099,0.0067489217996227
385,192599,0.006734349561014246
386,193099,0.006606299835699699
387,193599,0.0064934535969659625
388,194099,0.006501346021034086
389,194599,0.006485322762633372
390,195099,0.006377425113721846
391,195599,0.006261369927134812
392,196099,0.006240767111046677
393,196599,0.006488738663266396
394,197099,0.006586739109828959
395,197599,0.006686270815022183
396,198099,0.006558215831887244
397,198599,0.006521447000024804
398,199099,0.006480330982233809
399,199599,0.006378924113984865
