,Step,Value
0,99,0.4285714328289032
1,599,0.43000000447034836
2,1099,0.4357000044256449
3,1599,0.43634300438138846
4,2099,0.43697957433757456
5,2599,0.44094311172885
6,3099,0.43653368061156145
7,3599,0.43716834380544584
8,4099,0.4407966604866007
9,4599,0.4421029798514689
10,5099,0.4476819500529542
11,5599,0.44820513055242467
12,6099,0.4537230792469004
13,6599,0.4536302929319896
14,7099,0.4565939900026697
15,7599,0.46002805022185234
16,8099,0.4614277699580524
17,8599,0.4668134922584719
18,9099,0.4721453573358872
19,9599,0.4774239037625283
20,10099,0.47864966496332156
21,10599,0.48386316831368836
22,11099,0.4790245366305515
23,11599,0.48023429150266456
24,12099,0.48543194858763794
25,12599,0.48857762922097087
26,13099,0.48869185292876116
27,13599,0.4898049346378921
28,14099,0.4929068854107225
29,14599,0.4965492452131933
30,15099,0.5015837527610614
31,15599,0.5065679152334508
32,16099,0.5065022360811163
33,16599,0.5039372137203051
34,17099,0.5055645084484508
35,17599,0.5088421964986175
36,18099,0.5037537745336313
37,18599,0.5053829036536438
38,19099,0.5103290746171074
39,19599,0.5118924507362851
40,20099,0.5147735263481316
41,20599,0.5196257910846502
42,21099,0.5244295331738037
43,21599,0.5291852378420656
44,22099,0.533893385463645
45,22599,0.5360544516090084
46,23099,0.5373605739582671
47,23599,0.5403203013533356
48,24099,0.5424170983398022
49,24599,0.5469929273564043
50,25099,0.5504118870379565
51,25599,0.5549077681675769
52,26099,0.5593586904859011
53,26599,0.5620984367156934
54,27099,0.5639774523485364
55,27599,0.568337677825051
56,28099,0.5686543012852191
57,28599,0.570467758272367
58,29099,0.5730964138242945
59,29599,0.5773654496860516
60,30099,0.5815917951891911
61,30599,0.5857758772372992
62,31099,0.5884895471215043
63,31599,0.5926046516502892
64,32099,0.5938214624469424
65,32599,0.5950261051356291
66,33099,0.5990758440842728
67,33599,0.6030850856434301
68,34099,0.6056256634435739
69,34599,0.6095694068091382
70,35099,0.6134737127410468
71,35599,0.6153389757328456
72,36099,0.6171855860947264
73,36599,0.6143470636664535
74,37099,0.618203593029789
75,37599,0.6170215570994911
76,38099,0.617518008393845
77,38599,0.6199142569664846
78,39099,0.6237151143968198
79,39599,0.6260493919094298
80,40099,0.6297888979903354
81,40599,0.6334910090104321
82,41099,0.6359060989203278
83,41599,0.6395470379311246
84,42099,0.6431515675518134
85,42599,0.6454700518762952
86,43099,0.6490153513575323
87,43599,0.652525197843957
88,44099,0.6547499458655175
89,44599,0.6582024464068623
90,45099,0.6616204219427937
91,45599,0.663004217842575
92,46099,0.6623741759025679
93,46599,0.6607504341435422
94,47099,0.6641429298021068
95,47599,0.6650015005040857
96,48099,0.6658514854990449
97,48599,0.6671929707632638
98,49099,0.6705210410556312
99,49599,0.6738158306450749
100,50099,0.6770776723386241
101,50599,0.6763068958536566
102,51099,0.6762104937604687
103,51599,0.6783372777779804
104,52099,0.6815539050002005
105,52599,0.6833097946067767
106,53099,0.6844766967799182
107,53599,0.687631929812119
108,54099,0.6907556105139978
109,54599,0.6938480544088579
110,55099,0.6969095738647693
111,55599,0.6999404781261216
112,56099,0.6996077402102091
113,56599,0.702611662808107
114,57099,0.705585546180026
115,57599,0.7085296907182257
116,58099,0.7085872511241995
117,58599,0.7115013786129575
118,59099,0.7143863648268279
119,59599,0.7172425011785597
120,60099,0.7200700761667741
121,60599,0.7195360422704551
122,61099,0.7190073487130993
123,61599,0.7203887038825465
124,62099,0.7215181499783723
125,62599,0.7243029684785885
126,63099,0.7258099387938027
127,63599,0.726551839525074
128,64099,0.7292863211298233
129,64599,0.7319934579185251
130,65099,0.7296735233393399
131,65599,0.7323767881059465
132,66099,0.735053020224887
133,66599,0.7357024901418475
134,67099,0.7383454652404291
135,67599,0.7409620105880248
136,68099,0.7385523904821446
137,68599,0.7395001997119743
138,69099,0.7383551977148546
139,69599,0.740971645737706
140,70099,0.742133357936907
141,70599,0.744712024357538
142,71099,0.7455982372486138
143,71599,0.7481422548761277
144,72099,0.7506608323273665
145,72599,0.7531542240040928
146,73099,0.7556226817640519
147,73599,0.75406645518483
148,74099,0.7548591237676329
149,74599,0.7533105327683751
150,75099,0.7507774274406913
151,75599,0.749269653404703
152,76099,0.7467769568706559
153,76599,0.7493091873019494
154,77099,0.7495938733391625
155,77599,0.7504312677404221
156,78099,0.7529269550630179
157,78599,0.753397685631597
158,79099,0.7508637087752811
159,79599,0.7533550716875282
160,80099,0.7508215209706529
161,80599,0.7533133057609464
162,81099,0.7524468395686856
163,81599,0.7549223711729988
164,82099,0.7573731474612688
165,82599,0.7577994161058654
166,83099,0.7602214219448068
167,83599,0.7626192077253587
168,84099,0.7649930156481052
169,84599,0.7640097523569729
170,85099,0.7613696548334031
171,85599,0.7637559582850691
172,86099,0.7644517318368697
173,86599,0.766807214518501
174,87099,0.7691391423733159
175,87599,0.7714477509495827
176,88099,0.772304702096665
177,88599,0.7717245123888544
178,89099,0.7727572672649659
179,89599,0.7750296945923162
180,90099,0.777279397646393
181,90599,0.7795066036699291
182,91099,0.7817115376332298
183,91599,0.7813944222568974
184,92099,0.7735804780343284
185,92599,0.7758446732539851
186,93099,0.7730862265214452
187,93599,0.7733553643754401
188,94099,0.7756218107316857
189,94599,0.7728655926243688
190,95099,0.7751369366981251
191,95599,0.7773855673311438
192,96099,0.7783617116578324
193,96599,0.780578094541254
194,97099,0.7827723135958415
195,97599,0.7835160191164612
196,98099,0.7823475257906454
197,98599,0.7845240505327389
198,99099,0.7866788100274115
199,99599,0.7863120219271373
200,100099,0.7864489018270753
201,100599,0.7865844129280138
202,101099,0.7862185687987338
203,101599,0.7883563831107464
204,102099,0.7867228192796389
205,102599,0.7871889242214938
206,103099,0.7876503681139301
207,103599,0.7847738644327907
208,104099,0.7858150147435792
209,104599,0.783956864834562
210,105099,0.7811172961862163
211,105599,0.7799727900897029
212,106099,0.7788397290541547
213,106599,0.7767656177333473
214,107099,0.7756646284213626
215,107599,0.7745746490024977
216,108099,0.7746066804227053
217,108599,0.7731106136184782
218,109099,0.7733795076015028
219,109599,0.7723123793908365
220,110099,0.7725892557161375
221,110599,0.7731966962936273
222,111099,0.7721313961960398
223,111599,0.7706600822340793
224,112099,0.7679534814117386
225,112599,0.7682739467168305
226,113099,0.7680912072496622
227,113599,0.7664102954155841
228,114099,0.7670795255960795
229,114599,0.7651230163098529
230,115099,0.7646146434599105
231,115599,0.7641113543384674
232,116099,0.7614702407950827
233,116599,0.762605538387132
234,117099,0.7616461498686095
235,117599,0.7606963552352721
236,118099,0.7619782806380357
237,118599,0.7615013551448115
238,119099,0.759886341831782
239,119599,0.7582874786518828
240,120099,0.7567046041037826
241,120599,0.7541375580627447
242,121099,0.7515961824821172
243,121599,0.7507468875226448
244,122099,0.7507394186474183
245,122599,0.7482320244609442
246,123099,0.748749704335544
247,123599,0.7487622072921885
248,124099,0.7479412520846154
249,124599,0.7493507285188855
250,125099,0.7490000785468528
251,125599,0.7490100777613842
252,126099,0.7465199769837704
253,126599,0.7440547772139326
254,127099,0.7441142294417933
255,127599,0.742673087385794
256,128099,0.7427463565119361
257,128599,0.7403188929468167
258,129099,0.7379157040173486
259,129599,0.7365365472155938
260,130099,0.7354211817434378
261,130599,0.7380669699260035
262,131099,0.7373529670920923
263,131599,0.7349794374211713
264,132099,0.7326296430469597
265,132599,0.7319700134818389
266,133099,0.7313169802123692
267,133599,0.7290038104102455
268,134099,0.7317137723061431
269,134599,0.7301109205528159
270,135099,0.7278098113472877
271,135599,0.726245999203549
272,136099,0.7269835393307229
273,136599,0.7254279899071499
274,137099,0.7231737100080784
275,137599,0.7219419731464163
276,138099,0.7197225534149522
277,138599,0.7175253278808027
278,139099,0.7174929319151507
279,139599,0.716984669461348
280,140099,0.7155291087364687
281,140599,0.7150404845144528
282,141099,0.7145567465346571
283,141599,0.7124111790693105
284,142099,0.711287067517036
285,142599,0.7108408637072143
286,143099,0.7137324550701422
287,143599,0.712309416489175
288,144099,0.7111863225627019
289,144599,0.709788745306809
290,145099,0.702690857853741
291,145599,0.7006639492752036
292,146099,0.7008001670956077
293,146599,0.7009350227378077
294,147099,0.6996399584801639
295,147599,0.699310225760711
296,148099,0.6973171235031039
297,148599,0.6953439522680729
298,149099,0.6933905127453922
299,149599,0.6914566076179383
300,150099,0.6912087084071077
301,150599,0.6892966213230366
302,151099,0.6824036551098063
303,151599,0.6805796185587082
304,152099,0.6821071555077723
305,152599,0.6819527508180434
306,153099,0.6826332233098629
307,153599,0.6820568910767643
308,154099,0.6819029890313454
309,154599,0.6800839591410319
310,155099,0.6807831195496217
311,155599,0.6799752885925441
312,156099,0.6731755357066186
313,156599,0.6726937803495524
314,157099,0.6722168425460568
315,157599,0.672161340985945
316,158099,0.6714397278145042
317,158599,0.6722253305363592
318,159099,0.6705030772309957
319,159599,0.6709409037718418
320,160099,0.6717314947341233
321,160599,0.670014179786782
322,161099,0.6693140382273328
323,161599,0.6686208980834781
324,162099,0.6690775464157994
325,162599,0.6695296282647976
326,163099,0.6690843319821496
327,163599,0.6673934886623281
328,164099,0.6682195537757047
329,164599,0.6665373582379477
330,165099,0.666538651520917
331,165599,0.6670161223188639
332,166099,0.667012627961024
333,166599,0.6663425019198324
334,167099,0.6663457437659828
335,167599,0.666825143641479
336,168099,0.6672997495182204
337,168599,0.6672934188883869
338,169099,0.670620484699503
339,169599,0.6699142800909266
340,170099,0.6682151372900174
341,170599,0.6686758432302733
342,171099,0.6677033707677048
343,171599,0.6676930039253766
