Wall time,Step,Value
1600415378.7115676,99,0.25
1600415379.5821571,599,0.5714285969734192
1600415380.4705093,1099,1.0
1600415381.3312469,1599,1.0
1600415382.1854038,2099,1.0
1600415383.0328703,2599,0.4000000059604645
1600415383.8867304,3099,0.6666666865348816
1600415384.7367816,3599,0.6666666865348816
1600415385.5824606,4099,0.5
1600415386.4465377,4599,0.5714285969734192
1600415387.295341,5099,0.5
1600415388.151383,5599,0.6000000238418579
1600415388.996737,6099,0.5
1600415389.8425152,6599,0.800000011920929
1600415390.6934323,7099,0.800000011920929
1600415391.5430472,7599,0.5
1600415392.4214633,8099,nan
1600415393.2671082,8599,0.5
1600415394.1165001,9099,0.75
1600415394.9659793,9599,0.800000011920929
1600415395.8150105,10099,1.0
1600415396.6646116,10599,1.0
1600415397.513482,11099,0.5
1600415398.354741,11599,1.0
1600415399.201233,12099,0.4000000059604645
1600415400.0496702,12599,0.6666666865348816
1600415400.9186203,13099,1.0
1600415401.762375,13599,0.8571428656578064
1600415402.614526,14099,0.75
1600415403.461493,14599,0.4000000059604645
1600415404.3105369,15099,0.6666666865348816
1600415405.1645887,15599,0.4000000059604645
1600415406.0053155,16099,0.6666666865348816
1600415406.8545146,16599,0.875
1600415407.7063427,17099,0.7142857313156128
1600415408.5553505,17599,1.0
1600415409.4077337,18099,0.75
1600415410.2593377,18599,0.5
1600415411.1093102,19099,0.800000011920929
1600415411.9567,19599,0.75
1600415412.8214629,20099,0.8571428656578064
1600415413.665372,20599,1.0
1600415414.515909,21099,1.0
1600415415.3648436,21599,1.0
1600415416.2185047,22099,0.8333333134651184
1600415417.0616367,22599,0.800000011920929
1600415417.909511,23099,1.0
1600415418.76648,23599,0.6666666865348816
1600415419.6182182,24099,1.0
1600415420.4729807,24599,1.0
1600415421.3212001,25099,0.800000011920929
1600415422.2018206,25599,nan
1600415423.047603,26099,0.625
1600415423.8985028,26599,1.0
1600415424.7586393,27099,0.875
1600415425.605263,27599,0.6000000238418579
1600415426.45945,28099,0.7777777910232544
1600415427.3102014,28599,0.8571428656578064
1600415428.1642747,29099,0.800000011920929
1600415429.020438,29599,0.4285714328289032
1600415429.8711634,30099,0.4000000059604645
1600415430.7256901,30599,0.7142857313156128
1600415431.5762367,31099,1.0
1600415432.4372928,31599,0.800000011920929
1600415433.2812538,32099,1.0
1600415434.1281502,32599,nan
1600415434.9814553,33099,1.0
1600415435.8325212,33599,1.0
1600415436.687389,34099,1.0
1600415437.5419369,34599,0.0
1600415438.3964388,35099,1.0
1600415439.2412605,35599,0.8571428656578064
1600415440.0954416,36099,0.8333333134651184
1600415440.949231,36599,0.8333333134651184
1600415441.7973459,37099,0.7777777910232544
1600415442.6473467,37599,0.6666666865348816
1600415443.4965189,38099,0.5555555820465088
1600415444.345516,38599,0.800000011920929
1600415445.1902866,39099,1.0
1600415446.0383291,39599,0.800000011920929
1600415446.8945777,40099,1.0
1600415447.7435544,40599,1.0
1600415448.5990198,41099,1.0
1600415449.4498422,41599,0.5
1600415450.3031862,42099,0.8333333134651184
1600415451.1482997,42599,1.0
1600415452.0231817,43099,1.0
1600415452.8755717,43599,0.625
1600415453.7282305,44099,0.4000000059604645
1600415454.60371,44599,1.0
1600415455.4524949,45099,1.0
1600415456.310373,45599,1.0
1600415457.1617064,46099,0.5
1600415458.0074868,46599,0.8571428656578064
1600415458.8638701,47099,1.0
1600415459.7143774,47599,0.75
1600415460.5813062,48099,1.0
1600415461.439649,48599,0.8571428656578064
1600415462.297569,49099,0.8571428656578064
1600415463.1495492,49599,0.5
1600415463.9983277,50099,1.0
1600415464.8602023,50599,1.0
1600415465.7052753,51099,0.8333333134651184
1600415466.5577366,51599,0.8333333134651184
1600415467.4111626,52099,0.800000011920929
