,Step,Value
0,99,1.0232477188110352
1,599,1.0396850728988647
2,1099,1.0678899210453032
3,1599,1.0892009372057914
4,2099,1.11586302024096
5,2599,1.1365242199793464
6,3099,1.1425872042505003
7,3599,1.1558787799657162
8,4099,1.1695257235579657
9,4599,1.1765358343643781
10,5099,1.1845992247237371
11,5599,1.2057680854771406
12,6099,1.222152198540979
13,6599,1.232504216766293
14,7099,1.2379510719146092
15,7599,1.2570675138016645
16,8099,1.2593547435746892
17,8599,1.261902837040508
18,9099,1.2739021291351909
19,9599,1.2844479436592686
20,10099,1.2906131330497328
21,10599,1.3117484612796297
22,11099,1.3233970689672485
23,11599,1.3237842020411563
24,12099,1.33809939384948
25,12599,1.3396155878592122
26,13099,1.3458996876320939
27,13599,1.3487759444712881
28,14099,1.3637480200790655
29,14599,1.3793010539659518
30,15099,1.3925838872373275
31,15599,1.402930282804804
32,16099,1.4110140671540325
33,16599,1.4140626422074374
34,17099,1.429661069034722
35,17599,1.4374046299676047
36,18099,1.446241521644766
37,18599,1.4470018084546854
38,19099,1.4654193302337248
39,19599,1.4627452413777988
40,20099,1.469311727219331
41,20599,1.478553911251001
42,21099,1.4918256231150535
43,21599,1.4948475781799846
44,22099,1.5017953907931127
45,22599,1.5140710569947398
46,23099,1.5258092874839049
47,23599,1.5350242275604207
48,24099,1.5311148631992453
49,24599,1.5407424290714946
50,25099,1.5378700666170224
51,25599,1.5462404265816505
52,26099,1.5603046279219133
53,26599,1.5678077084279725
54,27099,1.577693033519596
55,27599,1.5619161031844
56,28099,1.57490821591812
57,28599,1.574506985273755
58,29099,1.578671133970746
59,29599,1.575654112190975
60,30099,1.5698049043238793
61,30599,1.571402730829957
62,31099,1.5702286927546742
63,31599,1.5820035367170202
64,32099,1.573561475144787
65,32599,1.569036445033842
66,33099,1.571934878629616
67,33599,1.5761874024114504
68,34099,1.5786971510451118
69,34599,1.5713406396300662
70,35099,1.5727530746129312
71,35599,1.568658661065746
72,36099,1.5662035366953078
73,36599,1.5624308326691445
74,37099,1.5695566540421602
75,37599,1.5722864841825703
76,38099,1.5758851408613592
77,38599,1.5712045482055685
78,39099,1.5726356509073356
79,39599,1.5893783524350666
80,40099,1.5987658861447553
81,40599,1.592675696565458
82,41099,1.5915915547273671
83,41599,1.5915538838185364
84,42099,1.598431714273564
85,42599,1.5999331826151424
86,43099,1.6128809323548479
87,43599,1.606510587129276
88,44099,1.6068149766498288
89,44599,1.6105998358688498
90,45099,1.61971059099298
91,45599,1.6224813293308684
92,46099,1.6154216361623766
93,46599,1.6231301393365805
94,47099,1.6209332283927385
95,47599,1.6237918439733436
96,48099,1.6176171219542799
97,48599,1.6143537343574788
98,49099,1.613407048505832
99,49599,1.608040876580344
100,50099,1.6132110185614583
101,50599,1.6141605421820724
102,51099,1.6202975508044413
103,51599,1.6198910805091806
104,52099,1.6183817963978144
105,52599,1.613793532785643
106,53099,1.6243841846083604
107,53599,1.6341744165919279
108,54099,1.6304826508252854
109,54599,1.6335826349840705
110,55099,1.6349377568821393
111,55599,1.629418545653192
112,56099,1.621426465861867
113,56599,1.6209423712147686
114,57099,1.6206764413456995
115,57599,1.615936503132728
116,58099,1.6109788702600616
117,58599,1.6094470079547845
118,59099,1.617535575156273
119,59599,1.6212123426652083
120,60099,1.6144368027575382
121,60599,1.6107329123395973
122,61099,1.610589427277099
123,61599,1.6047944546733344
124,62099,1.6019885200047594
125,62599,1.5859686348047117
126,63099,1.5959202964180903
127,63599,1.5977843044085756
128,64099,1.591623090059024
129,64599,1.5836881583203448
130,65099,1.578131357770848
131,65599,1.572943015041223
132,66099,1.5676290328411737
133,66599,1.57521941321665
134,67099,1.580725609034282
135,67599,1.572588445526642
136,68099,1.5687524288539683
137,68599,1.5685664681144704
138,69099,1.5612500441941288
139,69599,1.5593714707636772
140,70099,1.5558543759195504
141,70599,1.558954782489182
142,71099,1.5555609970601492
143,71599,1.5474424690225692
144,72099,1.5436695018328013
145,72599,1.5425628005392962
146,73099,1.5431812265652751
147,73599,1.5313768540369423
148,74099,1.519906605780272
149,74599,1.5207963937969473
150,75099,1.5191225680616451
151,75599,1.5219453525719926
152,76099,1.5171132052596517
153,76599,1.5093795193244564
154,77099,1.5046661412397475
155,77599,1.5083533531946598
156,78099,1.5087600714422695
157,78599,1.5148077961596706
158,79099,1.515206956786407
159,79599,1.5133658751679142
160,80099,1.507836207924719
161,80599,1.502320278015386
162,81099,1.5066899375551785
163,81599,1.5046939553091434
164,82099,1.494915787404459
165,82599,1.497060150886997
166,83099,1.4987594342982473
167,83599,1.511950412609989
168,84099,1.5107764701313042
169,84599,1.5213656744622788
170,85099,1.5204244035533034
171,85599,1.517125475632196
172,86099,1.5272537747470287
173,86599,1.5321453023605813
174,87099,1.532558536188477
175,87599,1.5390707479915093
176,88099,1.5544500276179174
177,88599,1.5517733690623192
178,89099,1.5616905060916058
179,89599,1.5568670497172894
180,90099,1.5609740250483635
181,90599,1.5655422428095072
182,91099,1.5595777583773227
183,91599,1.5531594611335535
184,92099,1.5468127503551496
185,92599,1.5407453625213978
186,93099,1.539217187794423
187,93599,1.5319441979071022
188,94099,1.5193607906193651
189,94599,1.5075831758672205
190,95099,1.5040106805381444
191,95599,1.5016849668716485
192,96099,1.4918134917394463
193,96599,1.4899888045072935
194,97099,1.4837123829539198
195,97599,1.481696481668097
196,98099,1.4782300913448243
197,98599,1.4745742443078715
198,99099,1.4599872330012638
199,99599,1.4653175517112902
200,100099,1.4640277554342134
201,100599,1.46510597134148
202,101099,1.4644985813286877
203,101599,1.4522179523312158
204,102099,1.4504427231958583
205,102599,1.446453076246874
206,103099,1.4387754539917523
207,103599,1.4491547668842384
208,104099,1.440512615205768
209,104599,1.4430950667304834
210,105099,1.4361436478281626
211,105599,1.4282181957229736
212,106099,1.4274521299080167
213,106599,1.4322310594317667
214,107099,1.4341425029954689
215,107599,1.429547851804511
216,108099,1.4189502603494923
217,108599,1.4094855502860708
218,109099,1.4017719507675164
219,109599,1.400223967597503
220,110099,1.4003839905996742
221,110599,1.4009869483888373
222,111099,1.3946987664602621
223,111599,1.3844564229392409
224,112099,1.3762926611743336
225,112599,1.3730488719450975
226,113099,1.3676783596365123
227,113599,1.3639321539143308
228,114099,1.3544075841909833
229,114599,1.3638789120966321
230,115099,1.3747116252797429
231,115599,1.3761719081568131
232,116099,1.3712583424279823
233,116599,1.3646285223179495
234,117099,1.3711311199606757
235,117599,1.3692479034819094
236,118099,1.3707790169668503
237,118599,1.3679008304692095
238,119099,1.3685794915180025
239,119599,1.370512873229028
240,120099,1.3712745284971344
241,120599,1.3658861112770815
242,121099,1.3574676953013345
243,121599,1.362654132230386
244,122099,1.3542267455234844
245,122599,1.3518735454319886
246,123099,1.3420083124419633
247,123599,1.3371592407416084
248,124099,1.3313308295151465
249,124599,1.3313511279399657
250,125099,1.330950090339155
251,125599,1.3319834160406063
252,126099,1.338825353654492
253,126599,1.3410613228733794
254,127099,1.3433551387942735
255,127599,1.3467913362371262
256,128099,1.3434412684100334
257,128599,1.3343650630113373
258,129099,1.3425380978670638
259,129599,1.3300576503326547
260,130099,1.3237559048630347
261,130599,1.3277365505511138
262,131099,1.3219545859512118
263,131599,1.3192424830429021
264,132099,1.3371303661729834
265,132599,1.3382770623987201
266,133099,1.3411868089599441
267,133599,1.3400292254906299
268,134099,1.342593317314703
269,134599,1.3382707538543857
270,135099,1.3434350030934146
271,135599,1.3373762843948778
272,136099,1.3448141007783765
273,136599,1.333567749835166
274,137099,1.3258978001905892
275,137599,1.3202772354987342
276,138099,1.3110692984608816
277,138599,1.3052067877730258
278,139099,1.305444669789247
279,139599,1.3003499257023239
280,140099,1.2912081303179814
281,140599,1.2879492376010366
282,141099,1.2874158412638448
283,141599,1.2836893131851068
284,142099,1.2929535433862331
285,142599,1.2967507402063991
286,143099,1.2942177196703324
287,143599,1.2918863577602655
288,144099,1.2831255717206762
289,144599,1.2769866831995524
290,145099,1.277015786113193
291,145599,1.2737584514761289
292,146099,1.2708787665079908
293,146599,1.2614799111940231
294,147099,1.2576421201387236
295,147599,1.2546029380120434
296,148099,1.2630035782104752
297,148599,1.2542975653413495
298,149099,1.2550013810506986
299,149599,1.2433304519315969
300,150099,1.2506223556947518
301,150599,1.246497259852915
302,151099,1.2399497159863042
303,151599,1.2440758533536476
304,152099,1.2429081236706665
305,152599,1.245038664244873
306,153099,1.2386604262831111
307,153599,1.2421866254317637
308,154099,1.2387379165832995
309,154599,1.2308768134098598
310,155099,1.2345971981459394
311,155599,1.2328447930590112
312,156099,1.2423255129903596
313,156599,1.2326284145720345
314,157099,1.2369170610560445
315,157599,1.2291071009843482
316,158099,1.225392831393763
317,158599,1.2283430466039953
318,159099,1.2328976517214514
319,159599,1.2240199447712496
320,160099,1.2209786428045017
321,160599,1.2273545204103464
322,161099,1.2344055544451347
323,161599,1.2310660017931774
324,162099,1.2199807979981374
325,162599,1.2220601838963299
326,163099,1.2185346945241788
327,163599,1.2124473789805712
328,164099,1.2057918709595796
329,164599,1.1988478775877753
330,165099,1.1939455613790364
331,165599,1.192612474545382
332,166099,1.1925356423166367
333,166599,1.1996051095876996
334,167099,1.1970380030795302
335,167599,1.192098348527861
336,168099,1.1962679297703653
337,168599,1.205629708594915
338,169099,1.204036521717477
339,169599,1.1974562781319247
340,170099,1.1988310863070264
341,170599,1.197728618482515
342,171099,1.1970332565454318
343,171599,1.1890468611838616
344,172099,1.1923761584735886
345,172599,1.191277509946943
346,173099,1.1929819225858922
347,173599,1.200943885166979
348,174099,1.1957499912781921
349,174599,1.1946931652316823
350,175099,1.1969607254235428
351,175599,1.1908578930859561
352,176099,1.1835776529688784
353,176599,1.174396478966808
354,177099,1.170943347411927
355,177599,1.1671941547787197
356,178099,1.1555222132309324
357,178599,1.1466865629870697
358,179099,1.1465458410988068
359,179599,1.1408266471455213
360,180099,1.1363660256230255
361,180599,1.1302232959431195
362,181099,1.1314391768352356
363,181599,1.1367150775206492
364,182099,1.1416804672575276
365,182599,1.1361553778731146
366,183099,1.1385380019126818
367,183599,1.1447802628561559
368,184099,1.1508812418609713
369,184599,1.1556596239327943
370,185099,1.146180787793831
371,185599,1.136550079455888
372,186099,1.1412707243007487
373,186599,1.141198853344286
374,187099,1.139644837075133
375,187599,1.1396289300289972
376,188099,1.1427557082030726
377,188599,1.1436656950854278
378,189099,1.150213968411444
379,189599,1.1470573867746243
380,190099,1.1383244935804773
381,190599,1.1352421729458197
382,191099,1.1346689841951823
383,191599,1.1318740302312211
384,192099,1.1306443488049465
385,192599,1.1325669905238824
386,193099,1.1325452389803075
387,193599,1.1269658865393875
388,194099,1.117989863429771
389,194599,1.1133045965627462
390,195099,1.1153858180894132
391,195599,1.1068291360431055
392,196099,1.102564245795231
393,196599,1.1015617430524733
394,197099,1.0940665738298039
395,197599,1.0857273689059819
396,198099,1.0822273933526796
397,198599,1.0890584070683074
398,199099,1.0888886160064286
399,199599,1.0988797805055441
