Wall time,Step,Value
1600090409.361786,99,1.0425207614898682
1600090410.257605,599,2.112443208694458
1600090411.1668031,1099,2.2812325954437256
1600090412.0552902,1599,1.431989073753357
1600090412.9494839,2099,1.35357666015625
1600090413.839542,2599,1.7498729228973389
1600090414.7336268,3099,1.4123183488845825
1600090415.6457233,3599,1.1386910676956177
1600090416.5836947,4099,1.0211408138275146
1600090417.5176287,4599,0.9941337704658508
1600090418.4315658,5099,0.8849263191223145
1600090419.3391767,5599,0.779746413230896
1600090420.2694473,6099,1.9426262378692627
1600090421.1755998,6599,0.3002137541770935
1600090422.1004436,7099,0.654853880405426
1600090423.0070498,7599,0.5023120641708374
1600090423.914722,8099,1.4979491233825684
1600090424.8035328,8599,1.2194223403930664
1600090425.6972785,9099,0.7526159286499023
1600090426.6254373,9599,0.4938843548297882
1600090427.5184693,10099,0.5322505831718445
1600090428.4108546,10599,0.837764322757721
1600090429.3058217,11099,0.49657827615737915
1600090430.1962748,11599,0.7178057432174683
1600090431.0805287,12099,0.6088575124740601
1600090431.9899735,12599,1.027746319770813
1600090432.8756654,13099,0.8060309886932373
1600090433.7654123,13599,1.0270576477050781
1600090434.6783807,14099,0.9505435228347778
1600090435.567836,14599,0.6884807348251343
1600090436.458527,15099,0.4319114685058594
1600090437.3456125,15599,0.279607892036438
1600090438.2477849,16099,0.6649900078773499
1600090439.1490538,16599,0.6037259101867676
1600090440.0412784,17099,0.8210622668266296
1600090440.954537,17599,0.6947033405303955
1600090441.854599,18099,0.46011000871658325
1600090442.7568762,18599,0.6378740072250366
1600090443.6548655,19099,0.44522345066070557
1600090444.5635688,19599,1.332382321357727
1600090445.4584842,20099,0.8165556788444519
1600090446.353452,20599,0.264163076877594
1600090447.2656503,21099,0.44606152176856995
1600090448.1616426,21599,0.34768596291542053
1600090449.0469217,22099,0.8953196406364441
1600090449.9424357,22599,0.6063899397850037
1600090450.8384645,23099,0.5823197364807129
1600090451.7362385,23599,0.8970745801925659
1600090452.6256096,24099,0.5048878192901611
1600090453.523238,24599,0.4856703281402588
1600090454.4205928,25099,0.32466351985931396
1600090455.3144815,25599,0.1806592047214508
1600090456.2016578,26099,0.7989560961723328
1600090457.1043112,26599,0.04150162637233734
1600090457.9991908,27099,0.3028688430786133
1600090458.8916497,27599,0.27899664640426636
1600090459.7837641,28099,0.34700921177864075
1600090460.6805449,28599,0.4741598069667816
1600090461.5697894,29099,0.26591479778289795
1600090462.4786556,29599,0.3884565532207489
1600090463.36776,30099,0.1337263584136963
1600090464.2682748,30599,0.035857584327459335
1600090465.1603425,31099,0.22091907262802124
1600090466.0583813,31599,0.3336293697357178
1600090466.9516973,32099,0.15780355036258698
1600090467.8374796,32599,0.1595170795917511
1600090468.7524574,33099,0.4187181890010834
1600090469.6523952,33599,0.6381624937057495
1600090470.55042,34099,0.14946767687797546
1600090471.4605875,34599,0.2617930471897125
1600090472.3792384,35099,0.17841315269470215
1600090473.269384,35599,0.030491136014461517
1600090474.163663,36099,0.041083987802267075
1600090475.0515423,36599,0.19812887907028198
1600090475.9535968,37099,0.21471330523490906
1600090476.909591,37599,0.13190270960330963
1600090477.8343906,38099,0.19691236317157745
1600090478.7661695,38599,0.10854197293519974
1600090479.6978545,39099,0.23268163204193115
1600090480.617545,39599,0.04245292395353317
1600090481.523315,40099,0.3060052990913391
1600090482.436576,40599,0.43379324674606323
1600090483.3421075,41099,0.01726362109184265
1600090484.256494,41599,0.044735584408044815
1600090485.160329,42099,0.20126581192016602
1600090486.0677762,42599,0.1297246664762497
1600090486.97396,43099,0.07997811585664749
1600090487.885341,43599,0.2596074640750885
1600090488.7935495,44099,0.1464717984199524
1600090489.7052255,44599,0.014605844393372536
1600090490.6083958,45099,0.19196800887584686
1600090491.5059228,45599,0.2830357551574707
1600090492.4487946,46099,0.13908903300762177
1600090493.351458,46599,0.15365439653396606
1600090494.2826045,47099,0.04165538027882576
1600090495.2029905,47599,0.014103329740464687
1600090496.1400545,48099,0.029547328129410744
1600090497.039896,48599,0.1602625697851181
1600090497.9454794,49099,0.021313507109880447
1600090498.860452,49599,0.17956285178661346
1600090499.7734125,50099,0.03611038997769356
1600090500.6967473,50599,0.16520488262176514
1600090501.596357,51099,0.04787195846438408
1600090502.5225146,51599,0.07098983228206635
1600090503.4346576,52099,0.018934495747089386
1600090504.343828,52599,0.015574941411614418
1600090505.2553198,53099,0.10933566093444824
1600090506.1835,53599,0.1767730563879013
1600090507.095533,54099,0.02750544808804989
1600090508.0107062,54599,0.011832301504909992
1600090508.9085593,55099,0.01600715145468712
1600090509.8128245,55599,0.11656134575605392
1600090510.7194598,56099,0.009897715412080288
1600090511.6332595,56599,0.04842647537589073
1600090512.5393467,57099,0.14949992299079895
1600090513.4425347,57599,0.02330414019525051
1600090514.3586664,58099,0.01585613749921322
1600090515.260295,58599,0.1189773753285408
1600090516.1637285,59099,0.05347340926527977
1600090517.0766046,59599,0.02733905240893364
1600090517.9993916,60099,0.04949943348765373
1600090518.900386,60599,0.01113629899919033
1600090519.813796,61099,0.0845431387424469
1600090520.7273123,61599,0.011030958034098148
1600090521.6243937,62099,0.01082704495638609
1600090522.5303688,62599,0.004977829288691282
1600090523.4566157,63099,0.004260811023414135
1600090524.3633842,63599,0.07505021244287491
1600090525.260928,64099,0.09998488426208496
1600090526.173474,64599,0.007192240096628666
1600090527.0853355,65099,0.003409426659345627
1600090527.9915419,65599,0.11398004740476608
1600090528.8925438,66099,0.09177073836326599
1600090529.804559,66599,0.00941951759159565
1600090530.7364516,67099,0.0037571582943201065
1600090531.6695657,67599,0.006385828368365765
1600090532.5786598,68099,0.006051771808415651
1600090533.4905128,68599,0.05464305356144905
1600090534.3985474,69099,0.0379936508834362
1600090535.3041584,69599,0.005799290724098682
1600090536.2147632,70099,0.015516337938606739
1600090537.1108649,70599,0.009774846956133842
1600090538.0333338,71099,0.07062913477420807
1600090538.9384615,71599,0.0034710185136646032
1600090539.8376858,72099,0.10629597306251526
1600090540.7435074,72599,0.00891792867332697
1600090541.6612802,73099,0.03606749698519707
1600090542.5692904,73599,0.047271426767110825
1600090543.4744046,74099,0.03465808928012848
1600090544.3834212,74599,0.015909232199192047
1600090545.2868557,75099,0.03756922855973244
1600090546.1903214,75599,0.11454934626817703
1600090547.0992875,76099,0.005302297882735729
1600090548.011392,76599,0.010247892700135708
1600090548.919656,77099,0.06159699708223343
1600090549.8704548,77599,0.002011094940826297
1600090550.8345873,78099,0.006251678802073002
1600090551.7983637,78599,0.07979555428028107
1600090552.7619534,79099,0.005281256977468729
1600090553.7285836,79599,0.02459385246038437
1600090554.693097,80099,0.04568947106599808
1600090555.6594906,80599,0.027028357610106468
1600090556.6290612,81099,0.03395388647913933
1600090557.5883396,81599,0.030709803104400635
1600090558.552408,82099,0.02273574098944664
1600090559.5103703,82599,0.007605945225805044
1600090560.4836042,83099,0.005204812157899141
1600090561.4581263,83599,0.004824561532586813
1600090562.4179251,84099,0.0068038394674658775
1600090563.3839424,84599,0.027592644095420837
1600090564.3543105,85099,0.003859069664031267
1600090565.3136349,85599,0.004534863866865635
1600090566.2733922,86099,0.032693833112716675
1600090567.2344396,86599,0.004927861504256725
1600090568.203962,87099,0.007392724044620991
1600090569.1138647,87599,0.04806641861796379
1600090570.0196643,88099,0.004958380479365587
1600090570.9104242,88599,0.006142998114228249
1600090571.813803,89099,0.0187683068215847
1600090572.7215137,89599,0.002111242851242423
1600090573.6225972,90099,0.04912876710295677
1600090574.5254662,90599,0.018535802140831947
1600090575.425459,91099,0.02179136872291565
1600090576.3285618,91599,0.0016890906263142824
1600090577.2328827,92099,0.003715178230777383
1600090578.1393435,92599,0.01690126396715641
1600090579.0528884,93099,0.0029838737100362778
1600090579.9591174,93599,0.005431512836366892
1600090580.8808005,94099,0.022064050659537315
1600090581.8179467,94599,0.006407839246094227
1600090582.7611377,95099,0.02412400394678116
1600090583.6920626,95599,0.016537068411707878
1600090584.6470528,96099,0.03010665439069271
1600090585.5609214,96599,0.0048071215860545635
1600090586.4814727,97099,0.001709205680526793
1600090587.553377,97599,0.029185745865106583
1600090588.5295568,98099,0.018833551555871964
1600090589.4787822,98599,0.005905856844037771
1600090590.4134262,99099,0.017545368522405624
1600090591.363583,99599,0.024310573935508728
1600090592.2907693,100099,0.04296491667628288
1600090593.2274096,100599,0.01278485357761383
1600090594.1912334,101099,0.020132089033722878
1600090595.1276662,101599,0.001016226946376264
1600090596.0895429,102099,0.0172832403331995
1600090596.9991188,102599,0.017089134082198143
1600090597.958496,103099,0.014139959588646889
1600090598.90979,103599,0.042987577617168427
1600090599.8549955,104099,0.0019557191990315914
1600090600.828489,104599,0.038550421595573425
1600090601.7347767,105099,0.0023931118194013834
1600090602.6717358,105599,0.014168564230203629
1600090603.5868351,106099,0.005768169183284044
1600090604.5312183,106599,0.007794116623699665
1600090605.4285645,107099,0.0015134414425119758
1600090606.370436,107599,0.008582426235079765
1600090607.3253853,108099,0.012544850818812847
1600090608.2529504,108599,0.024039043113589287
1600090609.224355,109099,0.017940884456038475
1600090610.1384268,109599,0.004246910102665424
1600090611.0649693,110099,0.027522338554263115
1600090611.9879558,110599,0.026630481705069542
1600090612.9513946,111099,0.014125029556453228
1600090613.8747842,111599,0.01645684242248535
1600090614.8110316,112099,0.012617195956408978
1600090615.7217653,112599,0.017964480444788933
1600090616.6565652,113099,0.003178635612130165
1600090617.5848482,113599,0.002072506118565798
1600090618.5293708,114099,0.002664873143658042
1600090619.4384644,114599,0.034648701548576355
1600090620.382919,115099,0.011142682284116745
1600090621.323686,115599,0.024724481627345085
1600090622.2829955,116099,0.002079540630802512
1600090623.2361326,116599,0.01819850690662861
1600090624.1930392,117099,0.004321366548538208
1600090625.1147485,117599,0.002337306970730424
1600090626.0572784,118099,0.016374995931982994
1600090627.002787,118599,0.014191376976668835
