Wall time,Step,Value
1600416546.205568,99,0.625
1600416547.0691538,599,0.4285714328289032
1600416547.9168217,1099,0.20000000298023224
1600416548.7892478,1599,0.5
1600416549.6797447,2099,0.3333333432674408
1600416550.5750687,2599,0.5
1600416551.467241,3099,0.4000000059604645
1600416552.4779212,3599,0.75
1600416553.384224,4099,0.5714285969734192
1600416554.352793,4599,0.7142857313156128
1600416555.2241557,5099,0.25
1600416556.0869462,5599,0.0
1600416556.9881222,6099,0.20000000298023224
1600416557.890315,6599,0.6666666865348816
1600416558.7419763,7099,0.625
1600416559.600335,7599,0.5
1600416560.4540982,8099,0.4444444477558136
1600416561.302918,8599,0.5
1600416562.1571789,9099,0.2857142984867096
1600416563.0085027,9599,0.5
1600416563.8572922,10099,1.0
1600416564.712304,10599,0.2857142984867096
1600416565.5598617,11099,0.5
1600416566.4149294,11599,0.25
1600416567.2649252,12099,0.75
1600416568.140757,12599,0.5
1600416568.9972098,13099,0.6666666865348816
1600416569.8488717,13599,0.5
1600416570.7051468,14099,0.0
1600416571.552217,14599,0.5
1600416572.4081063,15099,0.4000000059604645
1600416573.254935,15599,0.6666666865348816
1600416574.1111443,16099,0.5714285969734192
1600416574.9594135,16599,0.5714285969734192
1600416575.8119268,17099,0.20000000298023224
1600416576.668779,17599,1.0
1600416577.5220199,18099,0.6666666865348816
1600416578.3859723,18599,0.30000001192092896
1600416579.2398598,19099,0.20000000298023224
1600416580.092375,19599,0.6666666865348816
1600416580.9503744,20099,0.75
1600416581.8037133,20599,0.5
1600416582.6659954,21099,0.75
1600416583.5202677,21599,0.75
1600416584.37979,22099,0.6000000238418579
1600416585.2320988,22599,0.5714285969734192
1600416586.0861385,23099,0.5714285969734192
1600416587.0642006,23599,0.5
1600416587.9244978,24099,1.0
1600416588.7843382,24599,0.4285714328289032
1600416589.6372724,25099,0.5
1600416590.4940288,25599,0.625
1600416591.350877,26099,0.3333333432674408
1600416592.22712,26599,0.3333333432674408
1600416593.0789948,27099,0.75
1600416593.9359264,27599,nan
1600416594.7998679,28099,0.5
1600416595.6528347,28599,0.3333333432674408
1600416596.5174239,29099,0.6666666865348816
1600416597.3759482,29599,0.5
1600416598.26403,30099,0.3333333432674408
1600416599.1208723,30599,0.5
1600416599.980116,31099,0.4000000059604645
1600416600.841836,31599,0.5
1600416601.6984837,32099,0.75
1600416602.5551958,32599,0.625
1600416603.4114332,33099,0.800000011920929
1600416604.2787704,33599,0.4000000059604645
1600416605.1319003,34099,0.5
1600416605.985834,34599,0.6666666865348816
1600416606.8730323,35099,0.20000000298023224
1600416607.8371515,35599,0.800000011920929
1600416608.7570248,36099,0.5
1600416609.6361525,36599,0.5
1600416610.5279558,37099,0.3333333432674408
1600416611.4550152,37599,0.5
1600416612.409013,38099,0.25
1600416613.3483539,38599,0.6000000238418579
1600416614.2353554,39099,0.4285714328289032
1600416615.1516535,39599,0.25
1600416616.0514913,40099,0.4285714328289032
1600416617.0004725,40599,0.6000000238418579
1600416617.897108,41099,0.3333333432674408
1600416618.8102307,41599,0.4285714328289032
1600416619.739063,42099,0.5714285969734192
1600416620.6690962,42599,0.625
1600416621.5992098,43099,0.4000000059604645
1600416622.510734,43599,0.5
1600416623.4106548,44099,0.3333333432674408
1600416624.2789257,44599,0.7142857313156128
1600416625.1457582,45099,0.5
1600416626.032958,45599,0.6666666865348816
1600416626.9311633,46099,1.0
1600416627.8152778,46599,0.5
1600416628.8660464,47099,0.75
1600416629.7982779,47599,0.75
1600416630.757264,48099,0.75
1600416631.659761,48599,0.6666666865348816
1600416632.5600553,49099,0.5714285969734192
1600416633.5418394,49599,0.6000000238418579
