1,1.0005,1.0004,1.0066,1.0276,1.033,0.33963,0.078689,0.39984,1.2491,2.3104
1,1.0005,1.0005,1.0118,1.047,1.0537,0.16601,0.080391,0.48213,7.5728,2.3819
1,1.0005,1.0007,1.0165,1.061,1.0695,0.30939,0.12377,0.48712,2.1958,0.93478
1,1.0003,1.0008,1.0209,1.0749,1.0805,0.25341,0.13302,0.47088,2.1697,1.0239
1,1.0007,1.0016,1.0254,1.0844,1.0967,0.14657,0.14953,0.47255,2.162,0.99264
1,1.0288,1.0117,1.0362,1.2615,1.5261,1.0351,0.58717,0.89701,0.3988,0.57956
1,1.0042,1.0032,1.0083,1.0148,0,0.2,0.10397,0.45316,0.75222,0
1,1.0235,1.0582,1.0944,1.311,0,1.2618,1.6001,2.2315,5.4993,0
1,1.0079,1.0581,1.0929,1.1225,0,0.39195,11.578,0.65058,0.9706,0
1,1.0174,1.0329,1.0681,1.1487,0,1.3204,1.6317,0.4366,1.0538,0
2,1.9258,1.5183,1.1133,1.0789,1.0636,26.958,1.608,1.253,1.7863,2.1431
2,2.1212,1.5945,1.1091,1.086,1.0657,29.36,2.8983,1.6152,9.9649,1.1095
2,2.6524,1.7735,1.1779,1.0864,1.0763,33.308,3.3802,2.6831,1.8999,2.2356
2,2.0143,1.5753,1.1113,1.0761,1.0422,28.353,2.5818,0.96877,2.839,10.827
2,2.2315,1.6587,1.1613,1.0948,1.0574,30.773,1.729,20.921,1.4531,0.69253
2,2.8337,1.8552,1.1731,1.1051,1.0625,34.843,6.1792,2.6881,4.0131,6.0532
2,1.3588,1.2737,1.0913,1.1542,1.0643,25.017,1.0145,2.6437,6.7133,0.72954
2,1.7271,1.4284,1.1487,1.1741,1.0776,28.761,1.0266,8.0083,16.043,1.2509
2,2.6651,1.7802,1.1804,1.1106,1.0596,33.631,4.9421,2.7092,4.1213,2.6402
3,1.1206,1.1128,1.0743,1.0898,1.0074,5.6128,1.8857,2.7188,5.3087,2.1109
3,1.0769,1.0739,1.0318,1.0373,1.0524,1.0118,2.377,1.8144,2.8771,3.83
3,1.1181,1.113,1.0548,1.0823,1.0081,4.9175,1.9871,2.2037,1.9619,1.1345
3,1.0809,1.0814,1.0421,1.0635,1.0189,1.073,2.4304,2.3608,2.8764,2.142
3,1.0799,1.0822,1.0439,1.0647,1.0212,0.89207,2.4144,2.4592,3.0816,2.1447
3,1.0726,1.0895,1.048,1.0589,1.023,2.2267,2.0099,2.4695,3.3931,2.1234
