1,0.12324,0.096876,0.0044376,0.17356,0.076667,0,0,0,0,0,0,0,0.051461,0,0,0,0,0,0,0,0.080809
1,0,0.0032797,0,0,0.016936,0,0.0001679,0.0070502,0.047678,0.015841,0,0.00088473,0.00052503,0,0.041717,0,0,0,0,0,0.035956
1,0,0,0,0.0012777,0.0090894,0.00042012,0,0.0046898,0.019146,0,0,0,0,0.0028833,0,0,0,0.0009041,0,0,0.011823
1,0,0,0.0067879,0,0.01452,3.60E-05,0,0.0028178,0.026223,0,0,0,0,0.01436,0.0049089,0,0,0.0022917,0.00069491,0,0.0050965
1,0,0,0,0,0.036199,0.00026015,0,0.013049,0.074408,0.013222,0,0,0.0106,0.012455,0.0044725,0,0,0.0051395,0.001198,0,0.010806
1,0,0,0,0.0016168,0.049074,0,0,0.023543,0.1021,0,4.42E-05,0,0,0.025892,0.022805,0,0,0.01622,0,0,0.0089296
1,0,0,0.0079306,0.022361,0.089957,3.64E-05,0,0.024343,0.12346,0,0,0,0,0.0086519,0.0088255,0,0,0.011033,0,0,0.0051649
1,0,0.0032797,0,0,0.016936,0,0.0001679,0.0070502,0.047678,0.015841,0,0.00088473,0.00052503,0,0.041717,0,0,0,0,0,0.035956
1,0,0,0,0,0,8.62E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0079769
1,0,0.07391,0.021281,0.11901,0,0.01904,0.0010255,0,0,0,0,0,0,0,0,0,0,0.022687,0,0,0.034238
1,0,0,0,0,0,0.00056871,0.073258,0.099436,0.069918,0,0,0,0,0.016618,0,0,0,0,0,0,0.012496
1,0,0,0,0,0,0.00081823,0.034964,0.070523,0.072472,0,0,0,0,0.0062596,0,0,0,0,0,0,0.03018
1,0,0,0.056265,0.052444,0,0,0,6.14E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.0050214
1,0,0,0.12901,0.027859,0,0,7.38E-05,0,0,0,0,0,0,0.0054653,0,0,0,0.0010674,0.019951,0,0.0070898
2,0.65587,0,0,0.02421,0.0027107,0.001049,0,0,0,0,0,0,0,0,0,0,0.83119,0.53884,0.15688,0,0.10949
2,0.50853,0,0.082951,0.015707,0.0014062,0,0,0.031436,0.024788,0.0020456,0,0,0,0,0.00045664,0,0.49846,0,0,0,0.34127
2,0.41912,0,0.084693,0,0,0,0,0.0070324,0.015338,0.0039681,0,0,0.0083123,0.033228,0.00143,0,0.43215,0.020805,0,0,0.37138
2,0.12116,0,0.0061908,0.013605,0,0,0.29711,0,0.015282,0.0003727,0,0,0.18381,0.014156,0,0,0,0.0010997,0,0,0.14874
2,0.54833,0.5383,0,0.042122,0.016165,0,0,0.18719,0.0084551,0.0011896,0,0,0,0.0016072,0,0,0,0,0.012433,0,0.60939
2,0.51936,0.50914,0,0.0019783,0.0018373,0,0,0.11659,0.074261,0.0111,0,0,0,0.010014,0.0016222,0,0,0.0058488,0,0.001463,0.57242
2,0.65511,0.64172,0.0031901,0.01637,0.010805,0,0,0.16779,0.028627,0.035288,0,0,0,0,0.0093977,0,0,0.0081338,0.012153,0,0.69504
2,0.48254,0.47749,0,0.0090026,0.00096852,0,0,0.12951,0.023548,0,0,0,0,0,0,0,0,0,0.014383,0,0.54059
2,0.46428,0.45849,0,0.025452,0,0,0,0.20719,0.017769,0.021307,0,0,0,0.01121,0,0,0,0.0001043,0,0,0.51549
2,0.65104,0.64163,0,0.018925,0,0,0,0.049919,0.025693,0.028821,0,0,0.020508,0.0031251,0.00093653,0,0,0.091843,0.0218,0,0.69784
2,0.26878,0,0.015494,0.042375,0.0098395,0,0,0.096176,0.049559,0,0,0,0,0.0067405,0.019366,0,0.31892,0,0.020547,0,0.53404
2,0.37677,0,0,0.0011637,0.0052907,0,0,0.13589,0.1125,0.0077187,0,0,0,0.036639,0.0014818,0,0.3825,0.0024458,0,0.010828,0.52809
2,0.65114,0.64006,0,0.053304,0.0073712,0,0,0.16443,0,0.016314,0,0,0,0.00093065,0.0024891,0,0,0,0.027637,0,0.69984
3,0.1491,0.0013583,0.031761,0,0,0,0,0.0012392,0.10385,0.00037638,0,0,0.00018693,0,0,0,0.22883,0.093857,0,0,0.1533
3,0.12923,0.11218,0.060972,0.013962,0.0022893,0,0.029802,0.00053354,0,0.093089,0,0,0,0,0,0,0,0,0,0,0.031094
3,0.15628,0.0013755,0.079639,0,0,0,0.00010772,0.0032221,0.12146,0.0014492,0,0,0,0.0099863,0,0,0.25382,0.0033583,0,0,0.14839
3,0.13799,0.001483,0.083072,0.034726,0.0020134,0,0.060844,0.00071504,0.067366,0.010319,0,0,0,0,0,0,0.1071,0,0,0,0.033414
3,0.13807,0.0015116,0.091927,0.029928,0.00033584,0,0,0.00074494,0.076675,0.011474,0,0,0,0,0.00062203,0,0.18808,0,0,0.0024793,0.028961
3,0,0.060553,0,0.052596,0.012,0.12867,0,0.062587,0.021338,0,0,0.09147,0.038326,0.019429,0,0,0,0,0,0,0.072479
3,0.31705,0.28144,0.056347,0.13496,0.04431,0,0,0.0054373,0,0,0,0,0.0020693,0.0025721,0.004889,0,0,0.015412,0.0030154,0.13783,0.23261
3,0.33419,0.29283,0.066564,0.14217,0.013892,0,0,0.0066259,0,0.030274,0,0,0.0050847,0.013867,0,0,0,0.0092543,0.00092609,0.097223,0.32101
3,0.35162,0.30897,0.077446,0.0084843,0.01078,0,0,0.0076494,0,0.073255,0,0,0.0050671,0,0.10288,0,0,0.010434,0.14854,0.018722,0.23219
3,1,0,0.0072426,0,0,0,0,0.0021421,0.0018446,0.024013,0,0,0,0,0.0012093,0,0.5416,0.0017716,0,0,0.23506
3,0.51201,0.39466,0.019901,0.011433,0,0,0,0.0013259,0,0.0039629,0,0.015797,0,0.00037325,0,0,0,0,0.0030014,0,0.1267
3,0.43469,0.43154,0,0,0.0045863,0,0,0.001343,0,0.055166,0,0,0.00036035,0,0,0,0,0.00079996,0,0,0.070593
3,0.39198,0.53108,0,0,0,0,0,0.019775,0.055986,0,0,0,0,0,0,0,0,0.00035428,0,0,0.082705
3,0,0,0,0.0017962,0,0.47047,0.10066,0.0062996,0.010473,0,0,0.059717,0.00045405,0,0,0,0,0,0,0,0.087217
1,0.12324,0.096876,0.0044376,0.17356,0.076667,0,0,0,0,0,0,0,0.051461,0,0,0,0,0,0,0,0.080809
1,0,0.0032797,0,0,0.016936,0,0.0001679,0.0070502,0.047678,0.015841,0,0.00088473,0.00052503,0,0.041717,0,0,0,0,0,0.035956
1,0,0,0,0.0012777,0.0090894,0.00042012,0,0.0046898,0.019146,0,0,0,0,0.0028833,0,0,0,0.0009041,0,0,0.011823
1,0,0,0.0067879,0,0.01452,3.60E-05,0,0.0028178,0.026223,0,0,0,0,0.01436,0.0049089,0,0,0.0022917,0.00069491,0,0.0050965
1,0,0,0,0,0.036199,0.00026015,0,0.013049,0.074408,0.013222,0,0,0.0106,0.012455,0.0044725,0,0,0.0051395,0.001198,0,0.010806
1,0,0,0,0.0016168,0.049074,0,0,0.023543,0.1021,0,4.42E-05,0,0,0.025892,0.022805,0,0,0.01622,0,0,0.0089296
2,0.65587,0,0,0.02421,0.0027107,0.001049,0,0,0,0,0,0,0,0,0,0,0.83119,0.53884,0.15688,0,0.10949
2,0.50853,0,0.082951,0.015707,0.0014062,0,0,0.031436,0.024788,0.0020456,0,0,0,0,0.00045664,0,0.49846,0,0,0,0.34127
2,0.41912,0,0.084693,0,0,0,0,0.0070324,0.015338,0.0039681,0,0,0.0083123,0.033228,0.00143,0,0.43215,0.020805,0,0,0.37138
2,0.12116,0,0.0061908,0.013605,0,0,0.29711,0,0.015282,0.0003727,0,0,0.18381,0.014156,0,0,0,0.0010997,0,0,0.14874
2,0.54833,0.5383,0,0.042122,0.016165,0,0,0.18719,0.0084551,0.0011896,0,0,0,0.0016072,0,0,0,0,0.012433,0,0.60939
2,0.51936,0.50914,0,0.0019783,0.0018373,0,0,0.11659,0.074261,0.0111,0,0,0,0.010014,0.0016222,0,0,0.0058488,0,0.001463,0.57242
2,0.65511,0.64172,0.0031901,0.01637,0.010805,0,0,0.16779,0.028627,0.035288,0,0,0,0,0.0093977,0,0,0.0081338,0.012153,0,0.69504
2,0.48254,0.47749,0,0.0090026,0.00096852,0,0,0.12951,0.023548,0,0,0,0,0,0,0,0,0,0.014383,0,0.54059
3,0.1491,0.0013583,0.031761,0,0,0,0,0.0012392,0.10385,0.00037638,0,0,0.00018693,0,0,0,0.22883,0.093857,0,0,0.1533
3,0.12923,0.11218,0.060972,0.013962,0.0022893,0,0.029802,0.00053354,0,0.093089,0,0,0,0,0,0,0,0,0,0,0.031094
3,0.15628,0.0013755,0.079639,0,0,0,0.00010772,0.0032221,0.12146,0.0014492,0,0,0,0.0099863,0,0,0.25382,0.0033583,0,0,0.14839
3,0.13799,0.001483,0.083072,0.034726,0.0020134,0,0.060844,0.00071504,0.067366,0.010319,0,0,0,0,0,0,0.1071,0,0,0,0.033414
3,0.13807,0.0015116,0.091927,0.029928,0.00033584,0,0,0.00074494,0.076675,0.011474,0,0,0,0,0.00062203,0,0.18808,0,0,0.0024793,0.028961
3,0,0.060553,0,0.052596,0.012,0.12867,0,0.062587,0.021338,0,0,0.09147,0.038326,0.019429,0,0,0,0,0,0,0.072479
3,0.31705,0.28144,0.056347,0.13496,0.04431,0,0,0.0054373,0,0,0,0,0.0020693,0.0025721,0.004889,0,0,0.015412,0.0030154,0.13783,0.23261
3,0.33419,0.29283,0.066564,0.14217,0.013892,0,0,0.0066259,0,0.030274,0,0,0.0050847,0.013867,0,0,0,0.0092543,0.00092609,0.097223,0.32101
3,0.35162,0.30897,0.077446,0.0084843,0.01078,0,0,0.0076494,0,0.073255,0,0,0.0050671,0,0.10288,0,0,0.010434,0.14854,0.018722,0.23219
